scenario,diet_id,diet_group,combo,solved
baseline_no_ablation,person_10,real,dinner_only,False
baseline_no_ablation,person_10,real,lunch_snack,True
baseline_no_ablation,synth_1000_balanced,synthetic,full_day,True
baseline_no_ablation,synth_1000_balanced,synthetic,lunch_snack_dinner,True
baseline_no_ablation,synth_1000_balanced,synthetic,lunch_dinner,True
baseline_no_ablation,synth_1000_balanced,synthetic,lunch_only,False
baseline_no_ablation,synth_1000_balanced,synthetic,dinner_only,True
baseline_no_ablation,synth_1000_balanced,synthetic,lunch_snack,True
baseline_no_ablation,synth_1000_low_protein,synthetic,full_day,True
baseline_no_ablation,synth_1000_low_protein,synthetic,lunch_snack_dinner,True
baseline_no_ablation,synth_1000_low_protein,synthetic,lunch_dinner,False
baseline_no_ablation,synth_1000_low_protein,synthetic,lunch_only,False
baseline_no_ablation,synth_1000_low_protein,synthetic,dinner_only,True
baseline_no_ablation,synth_1000_low_protein,synthetic,lunch_snack,False
baseline_no_ablation,synth_1000_extremely_low_protein,synthetic,full_day,False
baseline_no_ablation,synth_1000_extremely_low_protein,synthetic,lunch_snack_dinner,False
baseline_no_ablation,synth_1000_extremely_low_protein,synthetic,lunch_dinner,False
baseline_no_ablation,synth_1000_extremely_low_protein,synthetic,lunch_only,False
baseline_no_ablation,synth_1000_extremely_low_protein,synthetic,dinner_only,False
baseline_no_ablation,synth_1000_extremely_low_protein,synthetic,lunch_snack,False
baseline_no_ablation,synth_1000_high_protein,synthetic,full_day,True
baseline_no_ablation,synth_1000_high_protein,synthetic,lunch_snack_dinner,False
baseline_no_ablation,synth_1000_high_protein,synthetic,lunch_dinner,True
baseline_no_ablation,synth_1000_high_protein,synthetic,lunch_only,True
baseline_no_ablation,synth_1000_high_protein,synthetic,dinner_only,False
baseline_no_ablation,synth_1000_high_protein,synthetic,lunch_snack,True
baseline_no_ablation,synth_1000_extremely_high_protein,synthetic,full_day,False
baseline_no_ablation,synth_1000_extremely_high_protein,synthetic,lunch_snack_dinner,False
baseline_no_ablation,synth_1000_extremely_high_protein,synthetic,lunch_dinner,False
baseline_no_ablation,synth_1000_extremely_high_protein,synthetic,lunch_only,False
baseline_no_ablation,synth_1000_extremely_high_protein,synthetic,dinner_only,False
baseline_no_ablation,synth_1000_extremely_high_protein,synthetic,lunch_snack,False
baseline_no_ablation,synth_1000_low_fat,synthetic,full_day,False
baseline_no_ablation,synth_1000_low_fat,synthetic,lunch_snack_dinner,False
baseline_no_ablation,synth_1000_low_fat,synthetic,lunch_dinner,False
baseline_no_ablation,synth_1000_low_fat,synthetic,lunch_only,False
baseline_no_ablation,synth_1000_low_fat,synthetic,dinner_only,False
baseline_no_ablation,synth_1000_low_fat,synthetic,lunch_snack,False
baseline_no_ablation,synth_1000_extremely_low_fat,synthetic,full_day,False
baseline_no_ablation,synth_1000_extremely_low_fat,synthetic,lunch_snack_dinner,False
baseline_no_ablation,synth_1000_extremely_low_fat,synthetic,lunch_dinner,False
baseline_no_ablation,synth_1000_extremely_low_fat,synthetic,lunch_only,False
baseline_no_ablation,synth_1000_extremely_low_fat,synthetic,dinner_only,False
baseline_no_ablation,synth_1000_extremely_low_fat,synthetic,lunch_snack,False
baseline_no_ablation,synth_1000_high_fat,synthetic,full_day,False
baseline_no_ablation,synth_1000_high_fat,synthetic,lunch_snack_dinner,False
baseline_no_ablation,synth_1000_high_fat,synthetic,lunch_dinner,False
baseline_no_ablation,synth_1000_high_fat,synthetic,lunch_only,False
baseline_no_ablation,synth_1000_high_fat,synthetic,dinner_only,True
baseline_no_ablation,synth_1000_high_fat,synthetic,lunch_snack,False
baseline_no_ablation,synth_1000_extremely_high_fat,synthetic,full_day,False
baseline_no_ablation,synth_1000_extremely_high_fat,synthetic,lunch_snack_dinner,False
baseline_no_ablation,synth_1000_extremely_high_fat,synthetic,lunch_dinner,False
baseline_no_ablation,synth_1000_extremely_high_fat,synthetic,lunch_only,False
baseline_no_ablation,synth_1000_extremely_high_fat,synthetic,dinner_only,False
baseline_no_ablation,synth_1000_extremely_high_fat,synthetic,lunch_snack,False
baseline_no_ablation,synth_1000_low_carbs,synthetic,full_day,False
baseline_no_ablation,synth_1000_low_carbs,synthetic,lunch_snack_dinner,False
baseline_no_ablation,synth_1000_low_carbs,synthetic,lunch_dinner,False
baseline_no_ablation,synth_1000_low_carbs,synthetic,lunch_only,False
baseline_no_ablation,synth_1000_low_carbs,synthetic,dinner_only,True
baseline_no_ablation,synth_1000_low_carbs,synthetic,lunch_snack,False
baseline_no_ablation,synth_1000_extremely_low_carbs,synthetic,full_day,False
baseline_no_ablation,synth_1000_extremely_low_carbs,synthetic,lunch_snack_dinner,False
baseline_no_ablation,synth_1000_extremely_low_carbs,synthetic,lunch_dinner,False
baseline_no_ablation,synth_1000_extremely_low_carbs,synthetic,lunch_only,False
baseline_no_ablation,synth_1000_extremely_low_carbs,synthetic,dinner_only,True
baseline_no_ablation,synth_1000_extremely_low_carbs,synthetic,lunch_snack,False
baseline_no_ablation,synth_1000_high_carbs,synthetic,full_day,True
baseline_no_ablation,synth_1000_high_carbs,synthetic,lunch_snack_dinner,True
baseline_no_ablation,synth_1000_high_carbs,synthetic,lunch_dinner,True
baseline_no_ablation,synth_1000_high_carbs,synthetic,lunch_only,False
baseline_no_ablation,synth_1000_high_carbs,synthetic,dinner_only,False
baseline_no_ablation,synth_1000_high_carbs,synthetic,lunch_snack,False
baseline_no_ablation,synth_1000_extremely_high_carbs,synthetic,full_day,False
baseline_no_ablation,synth_1000_extremely_high_carbs,synthetic,lunch_snack_dinner,False
baseline_no_ablation,synth_1000_extremely_high_carbs,synthetic,lunch_dinner,False
baseline_no_ablation,synth_1000_extremely_high_carbs,synthetic,lunch_only,False
baseline_no_ablation,synth_1000_extremely_high_carbs,synthetic,dinner_only,False
baseline_no_ablation,synth_1000_extremely_high_carbs,synthetic,lunch_snack,False
baseline_no_ablation,synth_1500_balanced,synthetic,full_day,True
baseline_no_ablation,synth_1500_balanced,synthetic,lunch_snack_dinner,True
baseline_no_ablation,synth_1500_balanced,synthetic,lunch_dinner,True
baseline_no_ablation,synth_1500_balanced,synthetic,lunch_only,False
baseline_no_ablation,synth_1500_balanced,synthetic,dinner_only,False
baseline_no_ablation,synth_1500_balanced,synthetic,lunch_snack,True
baseline_no_ablation,synth_1500_low_protein,synthetic,full_day,True
baseline_no_ablation,synth_1500_low_protein,synthetic,lunch_snack_dinner,True
baseline_no_ablation,synth_1500_low_protein,synthetic,lunch_dinner,True
baseline_no_ablation,synth_1500_low_protein,synthetic,lunch_only,False
baseline_no_ablation,synth_1500_low_protein,synthetic,dinner_only,False
baseline_no_ablation,synth_1500_low_protein,synthetic,lunch_snack,False
baseline_no_ablation,synth_1500_extremely_low_protein,synthetic,full_day,False
baseline_no_ablation,synth_1500_extremely_low_protein,synthetic,lunch_snack_dinner,False
baseline_no_ablation,synth_1500_extremely_low_protein,synthetic,lunch_dinner,False
baseline_no_ablation,synth_1500_extremely_low_protein,synthetic,lunch_only,False
baseline_no_ablation,synth_1500_extremely_low_protein,synthetic,dinner_only,False
baseline_no_ablation,synth_1500_extremely_low_protein,synthetic,lunch_snack,False
baseline_no_ablation,synth_1500_high_protein,synthetic,full_day,True
baseline_no_ablation,synth_1500_high_protein,synthetic,lunch_snack_dinner,True
baseline_no_ablation,synth_1500_high_protein,synthetic,lunch_dinner,True
baseline_no_ablation,synth_1500_high_protein,synthetic,lunch_only,False
baseline_no_ablation,synth_1500_high_protein,synthetic,dinner_only,False
baseline_no_ablation,synth_1500_high_protein,synthetic,lunch_snack,False
baseline_no_ablation,synth_1500_extremely_high_protein,synthetic,full_day,False
baseline_no_ablation,synth_1500_extremely_high_protein,synthetic,lunch_snack_dinner,False
baseline_no_ablation,synth_1500_extremely_high_protein,synthetic,lunch_dinner,False
baseline_no_ablation,synth_1500_extremely_high_protein,synthetic,lunch_only,False
baseline_no_ablation,synth_1500_extremely_high_protein,synthetic,dinner_only,False
baseline_no_ablation,synth_1500_extremely_high_protein,synthetic,lunch_snack,False
baseline_no_ablation,synth_1500_low_fat,synthetic,full_day,False
baseline_no_ablation,synth_1500_low_fat,synthetic,lunch_snack_dinner,False
baseline_no_ablation,synth_1500_low_fat,synthetic,lunch_dinner,False
baseline_no_ablation,synth_1500_low_fat,synthetic,lunch_only,False
baseline_no_ablation,synth_1500_low_fat,synthetic,dinner_only,False
baseline_no_ablation,synth_1500_low_fat,synthetic,lunch_snack,False
baseline_no_ablation,synth_1500_extremely_low_fat,synthetic,full_day,False
baseline_no_ablation,synth_1500_extremely_low_fat,synthetic,lunch_snack_dinner,False
baseline_no_ablation,synth_1500_extremely_low_fat,synthetic,lunch_dinner,False
baseline_no_ablation,synth_1500_extremely_low_fat,synthetic,lunch_only,False
baseline_no_ablation,synth_1500_extremely_low_fat,synthetic,dinner_only,False
baseline_no_ablation,synth_1500_extremely_low_fat,synthetic,lunch_snack,False
baseline_no_ablation,synth_1500_high_fat,synthetic,full_day,True
baseline_no_ablation,synth_1500_high_fat,synthetic,lunch_snack_dinner,False
baseline_no_ablation,synth_1500_high_fat,synthetic,lunch_dinner,False
baseline_no_ablation,synth_1500_high_fat,synthetic,lunch_only,False
baseline_no_ablation,synth_1500_high_fat,synthetic,dinner_only,False
baseline_no_ablation,synth_1500_high_fat,synthetic,lunch_snack,False
baseline_no_ablation,synth_1500_extremely_high_fat,synthetic,full_day,False
baseline_no_ablation,synth_1500_extremely_high_fat,synthetic,lunch_snack_dinner,False
baseline_no_ablation,synth_1500_extremely_high_fat,synthetic,lunch_dinner,False
baseline_no_ablation,synth_1500_extremely_high_fat,synthetic,lunch_only,False
baseline_no_ablation,synth_1500_extremely_high_fat,synthetic,dinner_only,False
baseline_no_ablation,synth_1500_extremely_high_fat,synthetic,lunch_snack,False
baseline_no_ablation,synth_1500_low_carbs,synthetic,full_day,True
baseline_no_ablation,synth_1500_low_carbs,synthetic,lunch_snack_dinner,True
baseline_no_ablation,synth_1500_low_carbs,synthetic,lunch_dinner,True
baseline_no_ablation,synth_1500_low_carbs,synthetic,lunch_only,False
baseline_no_ablation,synth_1500_low_carbs,synthetic,dinner_only,False
baseline_no_ablation,synth_1500_low_carbs,synthetic,lunch_snack,False
baseline_no_ablation,synth_1500_extremely_low_carbs,synthetic,full_day,False
baseline_no_ablation,synth_1500_extremely_low_carbs,synthetic,lunch_snack_dinner,False
baseline_no_ablation,synth_1500_extremely_low_carbs,synthetic,lunch_dinner,False
baseline_no_ablation,synth_1500_extremely_low_carbs,synthetic,lunch_only,False
baseline_no_ablation,synth_1500_extremely_low_carbs,synthetic,dinner_only,False
baseline_no_ablation,synth_1500_extremely_low_carbs,synthetic,lunch_snack,False
baseline_no_ablation,synth_1500_high_carbs,synthetic,full_day,True
baseline_no_ablation,synth_1500_high_carbs,synthetic,lunch_snack_dinner,True
baseline_no_ablation,synth_1500_high_carbs,synthetic,lunch_dinner,True
baseline_no_ablation,synth_1500_high_carbs,synthetic,lunch_only,False
baseline_no_ablation,synth_1500_high_carbs,synthetic,dinner_only,False
baseline_no_ablation,synth_1500_high_carbs,synthetic,lunch_snack,False
baseline_no_ablation,synth_1500_extremely_high_carbs,synthetic,full_day,False
baseline_no_ablation,synth_1500_extremely_high_carbs,synthetic,lunch_snack_dinner,False
baseline_no_ablation,synth_1500_extremely_high_carbs,synthetic,lunch_dinner,False
baseline_no_ablation,synth_1500_extremely_high_carbs,synthetic,lunch_only,False
baseline_no_ablation,synth_1500_extremely_high_carbs,synthetic,dinner_only,False
baseline_no_ablation,synth_1500_extremely_high_carbs,synthetic,lunch_snack,False
baseline_no_ablation,synth_2000_balanced,synthetic,full_day,True
baseline_no_ablation,synth_2000_balanced,synthetic,lunch_snack_dinner,True
baseline_no_ablation,synth_2000_balanced,synthetic,lunch_dinner,True
baseline_no_ablation,synth_2000_balanced,synthetic,lunch_only,False
baseline_no_ablation,synth_2000_balanced,synthetic,dinner_only,False
baseline_no_ablation,synth_2000_balanced,synthetic,lunch_snack,False
baseline_no_ablation,synth_2000_low_protein,synthetic,full_day,True
baseline_no_ablation,synth_2000_low_protein,synthetic,lunch_snack_dinner,True
baseline_no_ablation,synth_2000_low_protein,synthetic,lunch_dinner,False
baseline_no_ablation,synth_2000_low_protein,synthetic,lunch_only,False
baseline_no_ablation,synth_2000_low_protein,synthetic,dinner_only,False
baseline_no_ablation,synth_2000_low_protein,synthetic,lunch_snack,False
baseline_no_ablation,synth_2000_extremely_low_protein,synthetic,full_day,False
baseline_no_ablation,synth_2000_extremely_low_protein,synthetic,lunch_snack_dinner,False
baseline_no_ablation,synth_2000_extremely_low_protein,synthetic,lunch_dinner,False
baseline_no_ablation,synth_2000_extremely_low_protein,synthetic,lunch_only,False
baseline_no_ablation,synth_2000_extremely_low_protein,synthetic,dinner_only,False
baseline_no_ablation,synth_2000_extremely_low_protein,synthetic,lunch_snack,False
baseline_no_ablation,synth_2000_high_protein,synthetic,full_day,True
baseline_no_ablation,synth_2000_high_protein,synthetic,lunch_snack_dinner,True
baseline_no_ablation,synth_2000_high_protein,synthetic,lunch_dinner,True
baseline_no_ablation,synth_2000_high_protein,synthetic,lunch_only,False
baseline_no_ablation,synth_2000_high_protein,synthetic,dinner_only,False
baseline_no_ablation,synth_2000_high_protein,synthetic,lunch_snack,False
baseline_no_ablation,synth_2000_extremely_high_protein,synthetic,full_day,False
baseline_no_ablation,synth_2000_extremely_high_protein,synthetic,lunch_snack_dinner,False
baseline_no_ablation,synth_2000_extremely_high_protein,synthetic,lunch_dinner,False
baseline_no_ablation,synth_2000_extremely_high_protein,synthetic,lunch_only,False
baseline_no_ablation,synth_2000_extremely_high_protein,synthetic,dinner_only,False
baseline_no_ablation,synth_2000_extremely_high_protein,synthetic,lunch_snack,False
baseline_no_ablation,synth_2000_low_fat,synthetic,full_day,False
baseline_no_ablation,synth_2000_low_fat,synthetic,lunch_snack_dinner,False
baseline_no_ablation,synth_2000_low_fat,synthetic,lunch_dinner,False
baseline_no_ablation,synth_2000_low_fat,synthetic,lunch_only,False
baseline_no_ablation,synth_2000_low_fat,synthetic,dinner_only,False
baseline_no_ablation,synth_2000_low_fat,synthetic,lunch_snack,False
baseline_no_ablation,synth_2000_extremely_low_fat,synthetic,full_day,False
baseline_no_ablation,synth_2000_extremely_low_fat,synthetic,lunch_snack_dinner,False
baseline_no_ablation,synth_2000_extremely_low_fat,synthetic,lunch_dinner,False
baseline_no_ablation,synth_2000_extremely_low_fat,synthetic,lunch_only,False
baseline_no_ablation,synth_2000_extremely_low_fat,synthetic,dinner_only,False
baseline_no_ablation,synth_2000_extremely_low_fat,synthetic,lunch_snack,False
baseline_no_ablation,synth_2000_high_fat,synthetic,full_day,True
baseline_no_ablation,synth_2000_high_fat,synthetic,lunch_snack_dinner,True
baseline_no_ablation,synth_2000_high_fat,synthetic,lunch_dinner,False
baseline_no_ablation,synth_2000_high_fat,synthetic,lunch_only,False
baseline_no_ablation,synth_2000_high_fat,synthetic,dinner_only,False
baseline_no_ablation,synth_2000_high_fat,synthetic,lunch_snack,False
baseline_no_ablation,synth_2000_extremely_high_fat,synthetic,full_day,False
baseline_no_ablation,synth_2000_extremely_high_fat,synthetic,lunch_snack_dinner,False
baseline_no_ablation,synth_2000_extremely_high_fat,synthetic,lunch_dinner,False
baseline_no_ablation,synth_2000_extremely_high_fat,synthetic,lunch_only,False
baseline_no_ablation,synth_2000_extremely_high_fat,synthetic,dinner_only,False
baseline_no_ablation,synth_2000_extremely_high_fat,synthetic,lunch_snack,False
baseline_no_ablation,synth_2000_low_carbs,synthetic,full_day,True
baseline_no_ablation,synth_2000_low_carbs,synthetic,lunch_snack_dinner,True
baseline_no_ablation,synth_2000_low_carbs,synthetic,lunch_dinner,True
baseline_no_ablation,synth_2000_low_carbs,synthetic,lunch_only,False
baseline_no_ablation,synth_2000_low_carbs,synthetic,dinner_only,False
baseline_no_ablation,synth_2000_low_carbs,synthetic,lunch_snack,False
baseline_no_ablation,synth_2000_extremely_low_carbs,synthetic,full_day,False
baseline_no_ablation,synth_2000_extremely_low_carbs,synthetic,lunch_snack_dinner,False
baseline_no_ablation,synth_2000_extremely_low_carbs,synthetic,lunch_dinner,False
baseline_no_ablation,synth_2000_extremely_low_carbs,synthetic,lunch_only,False
baseline_no_ablation,synth_2000_extremely_low_carbs,synthetic,dinner_only,False
baseline_no_ablation,synth_2000_extremely_low_carbs,synthetic,lunch_snack,False
baseline_no_ablation,synth_2000_high_carbs,synthetic,full_day,False
baseline_no_ablation,synth_2000_high_carbs,synthetic,lunch_snack_dinner,False
baseline_no_ablation,synth_2000_high_carbs,synthetic,lunch_dinner,False
baseline_no_ablation,synth_2000_high_carbs,synthetic,lunch_only,False
baseline_no_ablation,synth_2000_high_carbs,synthetic,dinner_only,False
baseline_no_ablation,synth_2000_high_carbs,synthetic,lunch_snack,False
baseline_no_ablation,synth_2000_extremely_high_carbs,synthetic,full_day,False
baseline_no_ablation,synth_2000_extremely_high_carbs,synthetic,lunch_snack_dinner,False
baseline_no_ablation,synth_2000_extremely_high_carbs,synthetic,lunch_dinner,False
baseline_no_ablation,synth_2000_extremely_high_carbs,synthetic,lunch_only,False
baseline_no_ablation,synth_2000_extremely_high_carbs,synthetic,dinner_only,False
baseline_no_ablation,synth_2000_extremely_high_carbs,synthetic,lunch_snack,False
baseline_no_ablation,synth_2500_balanced,synthetic,full_day,True
baseline_no_ablation,synth_2500_balanced,synthetic,lunch_snack_dinner,True
baseline_no_ablation,synth_2500_balanced,synthetic,lunch_dinner,False
baseline_no_ablation,synth_2500_balanced,synthetic,lunch_only,False
baseline_no_ablation,synth_2500_balanced,synthetic,dinner_only,False
baseline_no_ablation,synth_2500_balanced,synthetic,lunch_snack,False
baseline_no_ablation,synth_2500_low_protein,synthetic,full_day,True
baseline_no_ablation,synth_2500_low_protein,synthetic,lunch_snack_dinner,False
baseline_no_ablation,synth_2500_low_protein,synthetic,lunch_dinner,False
baseline_no_ablation,synth_2500_low_protein,synthetic,lunch_only,False
baseline_no_ablation,synth_2500_low_protein,synthetic,dinner_only,False
baseline_no_ablation,synth_2500_low_protein,synthetic,lunch_snack,False
baseline_no_ablation,synth_2500_extremely_low_protein,synthetic,full_day,False
baseline_no_ablation,synth_2500_extremely_low_protein,synthetic,lunch_snack_dinner,False
baseline_no_ablation,synth_2500_extremely_low_protein,synthetic,lunch_dinner,False
baseline_no_ablation,synth_2500_extremely_low_protein,synthetic,lunch_only,False
baseline_no_ablation,synth_2500_extremely_low_protein,synthetic,dinner_only,False
baseline_no_ablation,synth_2500_extremely_low_protein,synthetic,lunch_snack,False
baseline_no_ablation,synth_2500_high_protein,synthetic,full_day,True
baseline_no_ablation,synth_2500_high_protein,synthetic,lunch_snack_dinner,True
baseline_no_ablation,synth_2500_high_protein,synthetic,lunch_dinner,False
baseline_no_ablation,synth_2500_high_protein,synthetic,lunch_only,False
baseline_no_ablation,synth_2500_high_protein,synthetic,dinner_only,False
baseline_no_ablation,synth_2500_high_protein,synthetic,lunch_snack,False
baseline_no_ablation,synth_2500_extremely_high_protein,synthetic,full_day,False
baseline_no_ablation,synth_2500_extremely_high_protein,synthetic,lunch_snack_dinner,False
baseline_no_ablation,synth_2500_extremely_high_protein,synthetic,lunch_dinner,False
baseline_no_ablation,synth_2500_extremely_high_protein,synthetic,lunch_only,False
baseline_no_ablation,synth_2500_extremely_high_protein,synthetic,dinner_only,False
baseline_no_ablation,synth_2500_extremely_high_protein,synthetic,lunch_snack,False
baseline_no_ablation,synth_2500_low_fat,synthetic,full_day,False
baseline_no_ablation,synth_2500_low_fat,synthetic,lunch_snack_dinner,False
baseline_no_ablation,synth_2500_low_fat,synthetic,lunch_dinner,False
baseline_no_ablation,synth_2500_low_fat,synthetic,lunch_only,False
baseline_no_ablation,synth_2500_low_fat,synthetic,dinner_only,False
baseline_no_ablation,synth_2500_low_fat,synthetic,lunch_snack,False
baseline_no_ablation,synth_2500_extremely_low_fat,synthetic,full_day,False
baseline_no_ablation,synth_2500_extremely_low_fat,synthetic,lunch_snack_dinner,False
baseline_no_ablation,synth_2500_extremely_low_fat,synthetic,lunch_dinner,False
baseline_no_ablation,synth_2500_extremely_low_fat,synthetic,lunch_only,False
baseline_no_ablation,synth_2500_extremely_low_fat,synthetic,dinner_only,False
baseline_no_ablation,synth_2500_extremely_low_fat,synthetic,lunch_snack,False
baseline_no_ablation,synth_2500_high_fat,synthetic,full_day,True
baseline_no_ablation,synth_2500_high_fat,synthetic,lunch_snack_dinner,True
baseline_no_ablation,synth_2500_high_fat,synthetic,lunch_dinner,False
baseline_no_ablation,synth_2500_high_fat,synthetic,lunch_only,False
baseline_no_ablation,synth_2500_high_fat,synthetic,dinner_only,True
baseline_no_ablation,synth_2500_high_fat,synthetic,lunch_snack,False
baseline_no_ablation,synth_2500_extremely_high_fat,synthetic,full_day,False
baseline_no_ablation,synth_2500_extremely_high_fat,synthetic,lunch_snack_dinner,False
baseline_no_ablation,synth_2500_extremely_high_fat,synthetic,lunch_dinner,False
baseline_no_ablation,synth_2500_extremely_high_fat,synthetic,lunch_only,False
baseline_no_ablation,synth_2500_extremely_high_fat,synthetic,dinner_only,False
baseline_no_ablation,synth_2500_extremely_high_fat,synthetic,lunch_snack,False
baseline_no_ablation,synth_2500_low_carbs,synthetic,full_day,True
baseline_no_ablation,synth_2500_low_carbs,synthetic,lunch_snack_dinner,True
baseline_no_ablation,synth_2500_low_carbs,synthetic,lunch_dinner,True
baseline_no_ablation,synth_2500_low_carbs,synthetic,lunch_only,False
baseline_no_ablation,synth_2500_low_carbs,synthetic,dinner_only,True
baseline_no_ablation,synth_2500_low_carbs,synthetic,lunch_snack,False
baseline_no_ablation,synth_2500_extremely_low_carbs,synthetic,full_day,True
baseline_no_ablation,synth_2500_extremely_low_carbs,synthetic,lunch_snack_dinner,False
baseline_no_ablation,synth_2500_extremely_low_carbs,synthetic,lunch_dinner,False
baseline_no_ablation,synth_2500_extremely_low_carbs,synthetic,lunch_only,False
baseline_no_ablation,synth_2500_extremely_low_carbs,synthetic,dinner_only,False
baseline_no_ablation,synth_2500_extremely_low_carbs,synthetic,lunch_snack,False
baseline_no_ablation,synth_2500_high_carbs,synthetic,full_day,False
baseline_no_ablation,synth_2500_high_carbs,synthetic,lunch_snack_dinner,False
baseline_no_ablation,synth_2500_high_carbs,synthetic,lunch_dinner,False
baseline_no_ablation,synth_2500_high_carbs,synthetic,lunch_only,False
baseline_no_ablation,synth_2500_high_carbs,synthetic,dinner_only,False
baseline_no_ablation,synth_2500_high_carbs,synthetic,lunch_snack,False
baseline_no_ablation,synth_2500_extremely_high_carbs,synthetic,full_day,False
baseline_no_ablation,synth_2500_extremely_high_carbs,synthetic,lunch_snack_dinner,False
baseline_no_ablation,synth_2500_extremely_high_carbs,synthetic,lunch_dinner,False
baseline_no_ablation,synth_2500_extremely_high_carbs,synthetic,lunch_only,False
baseline_no_ablation,synth_2500_extremely_high_carbs,synthetic,dinner_only,False
baseline_no_ablation,synth_2500_extremely_high_carbs,synthetic,lunch_snack,False
baseline_no_ablation,synth_3000_balanced,synthetic,full_day,False
baseline_no_ablation,synth_3000_balanced,synthetic,lunch_snack_dinner,False
baseline_no_ablation,synth_3000_balanced,synthetic,lunch_dinner,False
baseline_no_ablation,synth_3000_balanced,synthetic,lunch_only,False
baseline_no_ablation,synth_3000_balanced,synthetic,dinner_only,False
baseline_no_ablation,synth_3000_balanced,synthetic,lunch_snack,False
baseline_no_ablation,synth_3000_low_protein,synthetic,full_day,False
baseline_no_ablation,synth_3000_low_protein,synthetic,lunch_snack_dinner,False
baseline_no_ablation,synth_3000_low_protein,synthetic,lunch_dinner,False
baseline_no_ablation,synth_3000_low_protein,synthetic,lunch_only,False
baseline_no_ablation,synth_3000_low_protein,synthetic,dinner_only,False
baseline_no_ablation,synth_3000_low_protein,synthetic,lunch_snack,False
baseline_no_ablation,synth_3000_extremely_low_protein,synthetic,full_day,False
baseline_no_ablation,synth_3000_extremely_low_protein,synthetic,lunch_snack_dinner,False
baseline_no_ablation,synth_3000_extremely_low_protein,synthetic,lunch_dinner,False
baseline_no_ablation,synth_3000_extremely_low_protein,synthetic,lunch_only,False
baseline_no_ablation,synth_3000_extremely_low_protein,synthetic,dinner_only,False
baseline_no_ablation,synth_3000_extremely_low_protein,synthetic,lunch_snack,False
baseline_no_ablation,synth_3000_high_protein,synthetic,full_day,True
baseline_no_ablation,synth_3000_high_protein,synthetic,lunch_snack_dinner,False
baseline_no_ablation,synth_3000_high_protein,synthetic,lunch_dinner,False
baseline_no_ablation,synth_3000_high_protein,synthetic,lunch_only,False
baseline_no_ablation,synth_3000_high_protein,synthetic,dinner_only,False
baseline_no_ablation,synth_3000_high_protein,synthetic,lunch_snack,False
